id,age,age_group,gender,education,experience,graduation_year,outdated_vocab,hobby,youth_hobby,model_score,model_decision,true_success,historical_success
2392,38,30-45,0,1,13,2008.0,0,фотография,0,0.4187767554760216,0,1,0
2393,25,<30,1,1,3,2018.0,1,путешествия,0,0.4557701044441035,0,0,0
2394,55,45+,0,4,16,1992.0,1,садоводство,0,0.28923004196981034,0,0,0
2395,25,<30,0,4,3,2019.0,0,скейтборд,1,0.8796444457411805,1,1,1
2396,20,<30,1,3,0,2012.0,0,спорт,0,0.7064589048117892,1,0,1
2397,61,45+,1,2,29,1993.0,0,спорт,0,0.339787008465235,0,1,0
2398,20,<30,0,2,1,2021.0,0,путешествия,0,0.6726424357361042,1,1,0
2399,39,30-45,1,3,11,2006.0,0,спорт,0,0.6133501407934386,1,1,1
2400,23,<30,0,1,2,2018.0,0,спорт,0,0.5675720519195527,1,0,0
2401,19,<30,1,4,0,2013.0,0,видеоигры,1,0.8820692745111799,1,1,0
2402,40,30-45,0,2,14,2009.0,0,спорт,0,0.5007630482163721,1,0,0
2403,61,45+,0,4,34,1979.0,0,спорт,0,0.2627546734812219,0,0,1
2404,19,<30,0,2,0,2019.0,0,фотография,0,0.6551268501072742,1,0,1
2405,55,45+,0,3,19,1983.0,1,путешествия,0,0.16143181632367365,0,0,0
2406,34,30-45,0,1,6,2010.0,0,путешествия,0,0.4636429233659134,0,1,1
2407,52,45+,1,3,19,1987.0,0,путешествия,0,0.37494814164952955,0,0,0
2408,51,45+,1,2,17,1990.0,1,спорт,0,0.2073383937932892,0,0,0
2409,40,30-45,0,3,19,2000.0,0,фотография,0,0.45631291637599747,0,0,1
2410,47,45+,0,3,18,1998.0,0,фотография,0,0.4369121014808647,0,0,0
2411,25,<30,0,1,0,2022.0,0,чтение,0,0.6179298469408482,1,0,1
2412,39,30-45,1,2,9,1994.0,1,путешествия,0,0.2583574454520604,0,1,1
2413,61,45+,1,2,29,1990.0,0,фотография,0,0.3097192806835375,0,1,1
2414,53,45+,1,2,19,1983.0,1,шахматы,0,0.15616400411316522,0,0,0
2415,22,<30,1,2,5,2010.0,0,блогинг,1,0.7710223400513596,1,1,1
2416,30,<30,0,2,5,2016.0,0,путешествия,0,0.608190384786386,1,0,1
2417,46,45+,0,2,15,1995.0,0,садоводство,0,0.3429644957591876,0,0,0
2418,48,45+,1,3,14,2002.0,1,чтение,0,0.38808496655962826,0,0,0
2419,64,45+,1,3,26,1989.0,1,рыбалка,0,0.2305413590323644,0,0,0
2420,33,30-45,0,2,6,2013.0,0,спорт,0,0.5718916095625813,1,1,1
2421,59,45+,0,3,23,1989.0,1,вязание,0,0.1938730787231909,0,0,1
2422,47,45+,1,3,27,1998.0,1,шахматы,0,0.30860656664087693,0,1,0
2423,33,30-45,0,3,8,2019.0,0,спорт,0,0.6976472748901316,1,1,0
2424,29,<30,0,2,7,2019.0,0,скейтборд,1,0.7926750530384037,1,0,0
2425,34,30-45,1,2,9,2010.0,0,путешествия,0,0.5919820486079131,1,0,1
2426,33,30-45,0,3,13,2014.0,1,фотография,0,0.46199930760943325,0,1,1
2427,29,<30,0,3,6,2019.0,0,чтение,0,0.7030825297669673,1,0,1
2428,25,<30,1,1,5,2009.0,1,скейтборд,1,0.5437073825490949,1,1,1
2429,37,30-45,1,3,12,1993.0,0,чтение,0,0.46356037484660323,0,1,1
2430,20,<30,1,2,0,2015.0,0,фотография,0,0.6720266999506824,1,0,1
2431,33,30-45,0,1,16,2017.0,1,чтение,0,0.34296721437263483,0,0,1
2432,47,45+,0,3,23,2004.0,1,вязание,0,0.3232020672490752,0,0,1
2433,62,45+,1,3,32,1984.0,1,вязание,0,0.18070082095859524,0,0,0
2434,40,30-45,1,2,12,1996.0,0,фотография,0,0.4238718613902801,0,1,0
2435,45,30-45,0,3,18,1997.0,0,путешествия,0,0.42569604694452123,0,0,1
2436,57,45+,1,4,21,1983.0,1,спорт,0,0.24660308526398073,0,0,0
2437,22,<30,0,3,3,2012.0,0,видеоигры,1,0.7975240672672966,1,1,0
2438,37,30-45,0,3,10,2002.0,0,чтение,0,0.5082035550397135,1,1,1
2439,57,45+,0,1,16,1982.0,1,рыбалка,0,0.09529501004884303,0,0,0
2440,61,45+,0,1,22,1982.0,1,вязание,0,0.0888034094608454,0,1,0
2441,18,<30,0,2,0,2018.0,0,путешествия,0,0.6447229348868367,1,0,0
2442,47,45+,1,3,16,2000.0,1,фотография,0,0.3606073951673035,0,1,0
2443,38,30-45,1,3,14,2002.0,0,фотография,0,0.5596267468291201,1,1,0
2444,37,30-45,1,2,13,2008.0,1,спорт,0,0.38553693984063064,0,1,0
2445,23,<30,0,2,3,2016.0,0,видеоигры,1,0.778291722138538,1,0,0
2446,39,30-45,0,2,11,1996.0,1,спорт,0,0.22311644015232399,0,1,0
2447,35,30-45,0,2,8,2023.0,0,путешествия,0,0.6728199916535959,1,0,1
2448,25,<30,0,4,2,2019.0,0,спорт,0,0.7706334587452952,1,0,1
2449,56,45+,1,3,21,1984.0,1,путешествия,0,0.20275678958998922,0,1,1
2450,49,45+,1,1,23,2004.0,1,вязание,0,0.25414932898710985,0,1,0
2451,50,45+,1,3,17,2008.0,0,вязание,0,0.6166074668388634,1,1,0
2452,33,30-45,0,3,9,2022.0,1,спорт,0,0.5659487629926708,1,1,1
2453,29,<30,0,3,6,2014.0,0,скейтборд,1,0.8058863471262108,1,0,1
2454,55,45+,0,1,15,1994.0,1,шахматы,0,0.15591698417237165,0,0,0
2455,51,45+,0,2,17,1991.0,1,шахматы,0,0.17451702459430574,0,0,0
2456,31,30-45,1,1,7,2014.0,0,спорт,0,0.5702604454575272,1,0,1
2457,53,45+,1,3,16,1984.0,0,вязание,0,0.3521996596265006,0,1,0
2458,50,45+,0,3,11,2003.0,0,рыбалка,0,0.5163931977329377,1,0,0
2459,40,30-45,1,3,13,1997.0,0,спорт,0,0.5059872744073757,1,1,0
2460,62,45+,1,2,36,1987.0,1,садоводство,0,0.15131946942187338,0,0,0
2461,19,<30,0,1,0,2021.0,0,блогинг,1,0.7729716587159114,1,1,1
2462,58,45+,1,1,20,1992.0,1,шахматы,0,0.16987600554188623,0,1,0
2463,38,30-45,0,4,10,1997.0,1,чтение,0,0.3559979774122683,0,1,1
2464,19,<30,0,1,2,2014.0,0,путешествия,0,0.5222438073922874,1,0,0
2465,44,30-45,1,1,14,2005.0,0,чтение,0,0.44539264398768674,0,1,0
2466,26,<30,1,4,5,2012.0,0,блогинг,1,0.8700828973385524,1,1,0
2467,18,<30,0,3,0,2015.0,0,видеоигры,1,0.8244699666452237,1,0,1
2468,28,<30,0,3,4,2023.0,0,чтение,0,0.7447563937597074,1,0,1
2469,20,<30,1,1,0,2017.0,0,спорт,0,0.6249834133850439,1,0,1
2470,40,30-45,1,3,10,2001.0,1,спорт,0,0.3895278778163922,0,1,1
2471,43,30-45,1,2,14,2003.0,0,спорт,0,0.4968267567610151,0,0,0
2472,21,<30,0,3,1,2019.0,0,видеоигры,1,0.8477288714274908,1,0,1
2473,35,30-45,1,1,10,2017.0,1,путешествия,0,0.4221959500432907,0,0,1
2474,23,<30,0,2,4,2013.0,1,блогинг,1,0.6012278085960437,1,0,1
2475,52,45+,1,3,14,1987.0,0,чтение,0,0.39024200180188817,0,0,1
2476,39,30-45,0,3,9,2008.0,0,путешествия,0,0.5793594696336736,1,1,1
2477,60,45+,1,3,28,1993.0,1,путешествия,0,0.25956327808980073,0,0,0
2478,32,30-45,0,1,12,2019.0,0,чтение,0,0.5469061357433515,1,0,1
2479,39,30-45,0,1,13,1995.0,0,фотография,0,0.28449347221331905,0,0,0
2480,54,45+,0,3,23,1993.0,1,вязание,0,0.2240672715177309,0,0,0
2481,59,45+,0,3,29,1993.0,0,рыбалка,0,0.34868938368389746,0,1,0
2482,29,<30,1,4,8,2017.0,0,видеоигры,1,0.8900731319149079,1,1,1
2483,64,45+,1,3,26,1995.0,1,вязание,0,0.2827462273513013,0,0,0
2484,59,45+,1,2,17,1983.0,1,шахматы,0,0.1596075931485747,0,1,0
2485,55,45+,0,3,16,1992.0,1,спорт,0,0.23197432350694883,0,0,1
2486,35,30-45,1,1,6,2022.0,0,путешествия,0,0.6596422064496387,1,0,0
2487,62,45+,1,2,29,1987.0,1,шахматы,0,0.16333273628466222,0,0,0
2488,52,45+,0,2,23,1982.0,1,чтение,0,0.11473986895465539,0,0,0
2489,47,45+,0,1,22,2004.0,1,рыбалка,0,0.21043843210230923,0,0,0
2490,41,30-45,1,3,15,2007.0,1,спорт,0,0.44036717995069435,0,0,1
2491,59,45+,1,3,24,1986.0,1,чтение,0,0.2113937403536367,0,0,0
2492,47,45+,1,3,20,2008.0,1,садоводство,0,0.43568470121313335,0,0,1
2493,31,30-45,0,2,13,2011.0,1,путешествия,0,0.35719605761821666,0,1,1
2494,23,<30,1,2,2,2021.0,0,программирование,1,0.8527040183409144,1,0,1
2495,20,<30,0,1,0,2014.0,0,путешествия,0,0.5287020904108436,1,0,1
2496,33,30-45,1,3,10,2020.0,1,чтение,0,0.6033787357546738,1,0,1
2497,24,<30,1,2,4,2018.0,0,спорт,0,0.6905630489995018,1,1,1
2498,31,30-45,0,3,7,2009.0,0,фотография,0,0.5967098555406721,1,0,1
2499,26,<30,1,1,3,2016.0,1,скейтборд,1,0.6274479816254365,1,0,0
2500,32,30-45,0,2,17,2012.0,1,чтение,0,0.3558031085554859,0,1,0
2501,38,30-45,1,3,11,1999.0,0,чтение,0,0.5352688201423726,1,0,0
2502,52,45+,0,3,21,1981.0,0,чтение,0,0.2554114060357428,0,1,0
2503,19,<30,0,2,2,2012.0,0,чтение,0,0.5733775602104215,1,1,0
2504,44,30-45,0,3,16,1994.0,1,фотография,0,0.2486664077717419,0,1,1
2505,19,<30,0,4,0,2017.0,0,фотография,0,0.7588405303648074,1,1,0
2506,52,45+,0,4,30,1982.0,1,шахматы,0,0.17686602020109554,0,0,0
2507,35,30-45,1,3,10,2020.0,0,спорт,0,0.752981933921848,1,1,0
2508,31,30-45,1,3,12,2013.0,1,чтение,0,0.5183807266247094,1,0,1
2509,37,30-45,1,2,14,1996.0,1,спорт,0,0.2635077121490947,0,0,1
2510,35,30-45,0,3,10,2016.0,1,спорт,0,0.4945036266482126,0,0,1
2511,27,<30,1,2,3,2009.0,0,спорт,0,0.5996814048979162,1,0,0
2512,42,30-45,0,4,15,1998.0,0,чтение,0,0.5207923479238926,1,0,1
2513,19,<30,1,1,0,2011.0,0,чтение,0,0.5588208405333992,1,0,1
2514,42,30-45,0,2,17,2002.0,0,спорт,0,0.4119511213777694,0,1,1
2515,50,45+,1,3,15,1997.0,1,рыбалка,0,0.3324850293374282,0,1,0
2516,53,45+,1,2,20,1993.0,0,спорт,0,0.3664004479887501,0,0,0
2517,48,45+,1,2,15,2007.0,0,чтение,0,0.5392377748533927,1,0,0
2518,31,30-45,0,3,3,2009.0,0,чтение,0,0.609110829427952,1,1,1
2519,18,<30,0,3,0,2015.0,0,программирование,1,0.8244699666452237,1,0,1
2520,63,45+,0,3,28,1989.0,1,фотография,0,0.18395335575998709,0,0,1
2521,33,30-45,1,2,9,2023.0,0,чтение,0,0.7244509895084933,1,0,1
2522,63,45+,1,3,19,1985.0,1,садоводство,0,0.2145822896865248,0,0,0
2523,20,<30,0,2,0,2019.0,0,программирование,1,0.8071782811690567,1,0,1
2524,52,45+,1,1,22,1990.0,0,чтение,0,0.2672050660061512,0,1,0
2525,58,45+,1,3,20,1985.0,1,чтение,0,0.21240774635376328,0,0,0
2526,23,<30,1,3,0,2018.0,0,программирование,1,0.8746540248651011,1,1,0
2527,42,30-45,0,2,10,1996.0,0,спорт,0,0.3682736981998914,0,0,1
2528,30,<30,0,3,5,2014.0,1,спорт,0,0.4878290119186498,0,1,1
2529,51,45+,0,2,32,1989.0,1,путешествия,0,0.13709142101887514,0,0,0
2530,25,<30,1,2,5,2018.0,0,скейтборд,1,0.8291944457303648,1,0,1
2531,38,30-45,0,1,13,2008.0,1,путешествия,0,0.26447973598881785,0,0,0
2532,51,45+,0,4,16,1983.0,1,садоводство,0,0.21237108042848488,0,1,0
2533,21,<30,1,3,2,2012.0,0,видеоигры,1,0.8378711566037347,1,0,1
2534,42,30-45,1,3,13,1998.0,0,фотография,0,0.5174128901234887,1,0,1
2535,32,30-45,1,3,7,2018.0,0,спорт,0,0.7430671873227297,1,0,1
2536,21,<30,0,3,2,2014.0,1,блогинг,1,0.6857412833607442,1,1,0
2537,62,45+,0,2,30,1989.0,1,вязание,0,0.14018430697179274,0,1,0
2538,29,<30,1,2,6,2018.0,0,блогинг,1,0.8273524459690833,1,1,0
2539,49,45+,0,1,19,2008.0,1,вязание,0,0.24964329564548915,0,0,0
2540,49,45+,0,3,16,1995.0,1,чтение,0,0.25730792915690237,0,0,0
2541,45,30-45,0,4,19,2010.0,0,чтение,0,0.641106501114653,1,0,0
2542,30,<30,0,1,11,2015.0,0,путешествия,0,0.5045524369819553,1,0,1
2543,48,45+,0,1,17,1995.0,0,спорт,0,0.27406764988732596,0,0,1
2544,31,30-45,1,2,8,2019.0,0,чтение,0,0.6892640620913941,1,0,1
2545,37,30-45,1,3,11,2002.0,0,путешествия,0,0.5691780604002105,1,1,0
2546,35,30-45,1,2,11,2008.0,1,спорт,0,0.3916906740040764,0,1,1
2547,46,45+,0,2,21,2002.0,1,рыбалка,0,0.24922997538541977,0,1,0
2548,23,<30,0,3,3,2011.0,1,видеоигры,1,0.6525223356023548,1,0,1
2549,49,45+,0,3,13,2006.0,1,садоводство,0,0.3732890370544444,0,0,0
2550,46,45+,1,1,14,2002.0,0,спорт,0,0.4118088610328674,0,0,0
2551,60,45+,0,1,26,1989.0,1,вязание,0,0.11304296372927282,0,1,0
2552,19,<30,1,3,1,2018.0,0,блогинг,1,0.873227318061062,1,1,0
2553,40,30-45,1,2,14,1999.0,0,фотография,0,0.4512525561055446,0,0,1
2554,36,30-45,0,4,11,2004.0,1,фотография,0,0.4290763292925601,0,0,0
2555,48,45+,0,3,17,1999.0,1,шахматы,0,0.29110149975046523,0,0,0
2556,22,<30,1,1,0,2016.0,0,программирование,1,0.7781903677627318,1,0,1
2557,36,30-45,1,2,10,2000.0,1,фотография,0,0.311504135302952,0,0,0
2558,51,45+,0,2,14,1992.0,1,путешествия,0,0.18703903411951206,0,0,0
2559,27,<30,0,1,5,2015.0,0,программирование,1,0.7080720311034293,1,0,1
2560,42,30-45,1,4,19,1993.0,0,фотография,0,0.5153452042983344,1,0,1
2561,19,<30,0,3,1,2014.0,0,путешествия,0,0.6677717909394405,1,0,0
2562,28,<30,0,2,7,2022.0,0,скейтборд,1,0.8143178617386378,1,0,1
2563,48,45+,0,2,18,2006.0,1,садоводство,0,0.29298007532689535,0,0,0
2564,32,30-45,1,1,11,2015.0,1,путешествия,0,0.3969536325134338,0,0,1
2565,26,<30,0,2,4,2017.0,0,блогинг,1,0.7838962567507219,1,0,1
2566,40,30-45,0,3,18,2005.0,1,путешествия,0,0.3478249363464399,0,1,1
2567,36,30-45,0,2,7,1999.0,0,спорт,0,0.41009074540103435,0,0,1
2568,26,<30,1,4,3,2017.0,0,чтение,0,0.7967515537210108,1,0,1
2569,52,45+,1,1,24,1990.0,1,шахматы,0,0.15061742062094988,0,1,0
2570,38,30-45,1,3,16,2000.0,0,путешествия,0,0.5305338716897073,1,1,0
2571,26,<30,1,3,4,2010.0,0,чтение,0,0.6758986689812816,1,1,0
2572,45,30-45,1,2,14,1994.0,1,спорт,0,0.2461457655010466,0,0,0
2573,63,45+,0,1,22,1986.0,1,фотография,0,0.1047603921756942,0,0,0
2574,24,<30,0,2,4,2014.0,0,скейтборд,1,0.7597536916956841,1,0,1
2575,33,30-45,1,2,8,2010.0,0,спорт,0,0.5951063043548227,1,1,0
2576,33,30-45,0,4,6,2016.0,0,фотография,0,0.7355374058707206,1,0,1
2577,50,45+,0,4,24,2000.0,0,вязание,0,0.5145266939401919,1,0,1
2578,21,<30,1,4,1,2015.0,0,чтение,0,0.7859284622776693,1,1,1
2579,21,<30,0,3,0,2017.0,0,программирование,1,0.8373156842369426,1,1,1
2580,56,45+,0,2,18,1986.0,1,путешествия,0,0.1423943341279534,0,1,0
2581,57,45+,1,4,19,1982.0,0,фотография,0,0.3913539826289917,0,1,0
2582,34,30-45,1,4,7,2014.0,0,чтение,0,0.7644302732094446,1,1,1
2583,54,45+,0,2,17,1993.0,0,спорт,0,0.31702646784343597,0,0,0
2584,56,45+,1,2,28,1994.0,1,чтение,0,0.21406739162823635,0,0,1
2585,46,45+,1,3,11,1997.0,1,вязание,0,0.344079796893297,0,0,1
2586,53,45+,1,1,22,1984.0,1,путешествия,0,0.12150626111593023,0,0,0
2587,55,45+,0,1,19,1992.0,0,спорт,0,0.2428401348686854,0,0,1
2588,56,45+,0,4,18,1984.0,1,чтение,0,0.2157067471238773,0,0,0
2589,54,45+,1,4,20,1994.0,1,чтение,0,0.35415216328555205,0,0,0
2590,52,45+,1,1,21,1979.0,1,вязание,0,0.10029599040293341,0,1,1
2591,24,<30,1,2,4,2020.0,0,скейтборд,1,0.8434781310186329,1,1,1
2592,44,30-45,0,3,15,2004.0,0,чтение,0,0.5148766970751064,1,1,1
2593,45,30-45,0,3,24,1999.0,1,чтение,0,0.27275432325916404,0,0,0
2594,39,30-45,1,2,20,2006.0,0,спорт,0,0.5116961623403348,1,1,1
2595,31,30-45,0,3,10,2011.0,0,путешествия,0,0.6093028292014052,1,0,1
2596,24,<30,1,3,5,2023.0,0,блогинг,1,0.8915474950765474,1,0,1
2597,54,45+,0,4,16,1979.0,1,спорт,0,0.18338051487221796,0,1,0
2598,39,30-45,0,2,14,1999.0,0,путешествия,0,0.38835248266591116,0,0,0
2599,22,<30,1,1,3,2019.0,0,спорт,0,0.6372302623065769,1,1,0
2600,19,<30,1,4,0,2014.0,0,блогинг,1,0.886743711613309,1,0,0
2601,44,30-45,0,1,14,2010.0,1,спорт,0,0.2800316094844459,0,1,0
2602,38,30-45,0,3,9,1999.0,0,спорт,0,0.47716066346315983,0,0,0
2603,55,45+,1,1,16,1991.0,1,шахматы,0,0.1707339770736037,0,0,0
2604,32,30-45,0,2,6,2011.0,0,чтение,0,0.5493671553969988,1,0,1
2605,38,30-45,1,2,16,2002.0,0,путешествия,0,0.47893164191960275,0,0,0
2606,27,<30,1,1,7,2016.0,0,блогинг,1,0.7621492738996644,1,0,1
2607,40,30-45,0,4,10,2011.0,0,спорт,0,0.6775319499523037,1,0,0
2608,56,45+,1,1,20,1996.0,1,чтение,0,0.19724731979514273,0,0,0
2609,22,<30,0,3,2,2017.0,0,программирование,1,0.8337566411001819,1,0,1
2610,18,<30,1,3,0,2013.0,0,чтение,0,0.7158517296110162,1,0,1
2611,30,<30,0,2,9,2012.0,0,спорт,0,0.5510694111399211,1,0,1
2612,38,30-45,1,3,16,2002.0,0,путешествия,0,0.5532341374949721,1,1,0
2613,43,30-45,0,2,18,1997.0,0,путешествия,0,0.35491512682685855,0,0,0
2614,62,45+,0,3,18,1988.0,1,садоводство,0,0.19686332729572203,0,0,0
2615,38,30-45,1,3,9,2002.0,0,фотография,0,0.5755175767156648,1,0,0
2616,35,30-45,1,2,7,2014.0,0,спорт,0,0.6412937585086607,1,0,1
2617,54,45+,1,2,14,1989.0,1,спорт,0,0.206210207287605,0,0,0
2618,62,45+,0,3,23,1983.0,1,фотография,0,0.1545417538347265,0,0,0
2619,49,45+,1,4,16,1993.0,0,шахматы,0,0.5250418255882903,1,1,0
2620,53,45+,0,1,26,1980.0,1,садоводство,0,0.07787368944589337,0,1,0
2621,34,30-45,0,3,9,2014.0,0,чтение,0,0.6444019120859529,1,1,1
2622,52,45+,1,2,12,1979.0,1,путешествия,0,0.14438750848079768,0,1,0
2623,28,<30,0,3,5,2013.0,0,чтение,0,0.6457920633986848,1,0,1
2624,38,30-45,1,1,7,2005.0,1,фотография,0,0.30498557091500317,0,0,1
2625,43,30-45,1,3,16,2007.0,0,путешествия,0,0.6088293566685133,1,1,0
2626,21,<30,1,1,4,2010.0,0,спорт,0,0.5346560747132368,1,0,1
2627,51,45+,1,3,14,1992.0,1,путешествия,0,0.2864549876334245,0,1,0
2628,65,45+,1,3,28,1993.0,1,садоводство,0,0.25956327808980073,0,1,0
2629,35,30-45,0,3,8,2023.0,1,спорт,0,0.5803038435796352,1,0,0
2630,57,45+,1,3,29,1978.0,1,фотография,0,0.14840924171477382,0,0,0
2631,52,45+,0,3,24,1981.0,1,чтение,0,0.14138623009936252,0,0,0
2632,58,45+,0,3,17,1990.0,0,фотография,0,0.3528376111623168,0,1,1
2633,46,45+,1,3,18,2004.0,0,фотография,0,0.5693758077651144,1,1,1
2634,46,45+,1,4,15,2004.0,0,путешествия,0,0.6493597277394245,1,1,1
2635,55,45+,1,3,20,1989.0,1,чтение,0,0.24461264294678428,0,0,1
2636,59,45+,0,3,26,1987.0,1,чтение,0,0.17431525514741872,0,0,1
2637,38,30-45,1,2,6,2005.0,0,чтение,0,0.5454662423629185,1,1,0
2638,59,45+,0,3,22,1980.0,1,рыбалка,0,0.13899616645917415,0,1,0
2639,30,<30,1,1,4,2015.0,0,путешествия,0,0.5908534032072572,1,1,1
2640,58,45+,1,3,26,1989.0,1,путешествия,0,0.2305413590323644,0,1,1
2641,34,30-45,1,3,8,2016.0,0,фотография,0,0.7226335099770967,1,0,1
2642,26,<30,0,4,7,2016.0,0,фотография,0,0.7330106019901766,1,0,1
2643,58,45+,0,1,23,1989.0,0,рыбалка,0,0.20979508964289395,0,0,1
2644,18,<30,0,2,0,2017.0,0,фотография,0,0.6341804180897079,1,1,1
2645,19,<30,1,3,0,2019.0,0,видеоигры,1,0.8795822562016917,1,1,1
2646,65,45+,1,2,29,1990.0,0,шахматы,0,0.3097192806835375,0,0,0
2647,46,45+,0,2,15,1999.0,1,спорт,0,0.23826601352044707,0,0,0
2648,50,45+,1,3,14,2004.0,1,шахматы,0,0.4100133613194304,0,1,0
2649,27,<30,1,3,4,2018.0,0,путешествия,0,0.7504142656715748,1,0,1
2650,57,45+,1,1,26,1979.0,1,чтение,0,0.0946023506230728,0,0,0
2651,38,30-45,1,3,11,2004.0,0,спорт,0,0.5914486952898955,1,0,1
2652,45,30-45,1,1,13,2004.0,1,спорт,0,0.2794684496129358,0,0,1
2653,28,<30,0,3,3,2015.0,0,программирование,1,0.8187764107843254,1,0,1
2654,51,45+,0,1,24,1985.0,1,фотография,0,0.09823017498330529,0,0,0
2655,25,<30,0,3,2,2023.0,0,блогинг,1,0.8683977594257403,1,0,1
2656,39,30-45,1,1,10,1997.0,0,спорт,0,0.3697385279892487,0,0,0
2657,25,<30,1,3,4,2008.0,0,программирование,1,0.807470056312805,1,1,1
2658,32,30-45,1,1,6,2019.0,1,чтение,0,0.4574767647860263,0,0,1
2659,34,30-45,0,3,11,2012.0,0,чтение,0,0.6170774460680093,1,0,1
2660,40,30-45,0,2,11,1999.0,0,спорт,0,0.3976200010847244,0,0,1
2661,41,30-45,0,1,14,2011.0,1,чтение,0,0.2893433567027114,0,0,0
2662,62,45+,0,3,23,1980.0,1,вязание,0,0.13745354961188513,0,1,0
2663,36,30-45,1,2,9,2005.0,0,фотография,0,0.5358179549031401,1,1,0
2664,22,<30,1,1,4,2022.0,0,скейтборд,1,0.8142290456868269,1,1,0
2665,49,45+,1,1,10,2005.0,1,путешествия,0,0.29681327707532346,0,0,0
2666,61,45+,1,2,19,1984.0,1,фотография,0,0.16228527202705237,0,1,0
2667,18,<30,0,1,0,2020.0,0,чтение,0,0.5961169945498175,1,0,0
2668,40,30-45,0,1,14,1998.0,0,фотография,0,0.3104444492762885,0,0,0
2669,54,45+,0,2,19,1983.0,1,путешествия,0,0.1250248422521165,0,1,0
2670,25,<30,1,3,1,2016.0,0,путешествия,0,0.7404319856664892,1,0,1
2671,30,<30,1,3,7,2014.0,0,фотография,0,0.7066261187514372,1,0,1
2672,25,<30,0,1,5,2012.0,0,спорт,0,0.4896824453228424,0,1,0
2673,40,30-45,0,4,13,2004.0,1,чтение,0,0.4227434214525296,0,0,1
2674,60,45+,0,3,36,1988.0,1,садоводство,0,0.1625846122771226,0,0,0
2675,18,<30,0,2,0,2014.0,0,путешествия,0,0.6018081367491144,1,1,1
2676,62,45+,0,1,15,1986.0,1,фотография,0,0.11357197909891373,0,0,0
2677,41,30-45,0,4,13,2011.0,0,чтение,0,0.6689858017337199,1,1,1
2678,52,45+,0,2,19,1990.0,0,чтение,0,0.2828111055507616,0,0,0
2679,41,30-45,1,2,13,1996.0,0,спорт,0,0.4207124839577384,0,0,1
2680,34,30-45,1,2,14,2018.0,0,чтение,0,0.662230352872169,1,1,1
2681,22,<30,0,3,2,2012.0,0,чтение,0,0.6442170891830084,1,0,0
2682,37,30-45,0,1,4,2005.0,1,чтение,0,0.26048511268999375,0,0,1
2683,38,30-45,0,3,4,1996.0,0,путешествия,0,0.45912699627133813,0,0,0
2684,57,45+,0,3,17,1990.0,0,садоводство,0,0.3528376111623168,0,0,0
2685,48,45+,0,3,13,1998.0,1,вязание,0,0.29235610232540205,0,0,1
2686,63,45+,1,3,32,1992.0,0,фотография,0,0.3891814889667568,0,1,1
2687,53,45+,1,1,13,1985.0,1,шахматы,0,0.13991931780545652,0,0,1
2688,28,<30,1,3,2,2016.0,0,программирование,1,0.8612117450804762,1,1,1
2689,32,30-45,0,2,7,2017.0,0,фотография,0,0.6129052107724373,1,1,1
2690,36,30-45,1,2,7,2005.0,0,путешествия,0,0.5422535762412609,1,1,0
2691,24,<30,0,2,2,2020.0,0,видеоигры,1,0.8102456778135678,1,0,1
2692,45,30-45,0,2,15,1998.0,0,путешествия,0,0.3745086420995745,0,0,1
2693,60,45+,1,1,20,1987.0,1,путешествия,0,0.14001639829958148,0,1,0
2694,22,<30,1,2,6,2019.0,0,программирование,1,0.8337870198627153,1,0,0
2695,22,<30,1,2,1,2022.0,0,скейтборд,1,0.8599227270235236,1,0,1
2696,47,45+,1,3,23,2001.0,1,шахматы,0,0.350315683306248,0,0,0
2697,49,45+,1,1,13,2002.0,0,спорт,0,0.41494927021173467,0,1,0
2698,25,<30,1,3,6,2017.0,0,чтение,0,0.7367593557971913,1,0,1
2699,27,<30,1,2,4,2020.0,0,спорт,0,0.709758598277723,1,0,0
2700,55,45+,1,1,29,1984.0,1,фотография,0,0.1121569740987966,0,1,0
2701,64,45+,1,2,28,1987.0,1,спорт,0,0.1651101945865221,0,1,0
2702,49,45+,1,2,15,1999.0,1,шахматы,0,0.288315773098028,0,0,0
2703,65,45+,1,3,23,1994.0,1,садоводство,0,0.2813533660394906,0,0,0
2704,45,30-45,0,2,17,2007.0,1,спорт,0,0.3052810843804936,0,1,0
2705,34,30-45,1,4,12,2018.0,0,путешествия,0,0.7850412395083061,1,0,1
2706,48,45+,0,4,19,1999.0,0,садоводство,0,0.5192768001534132,1,1,1
2707,25,<30,0,2,1,2011.0,0,спорт,0,0.565340656436373,1,0,0
2708,57,45+,0,3,21,1994.0,1,рыбалка,0,0.2367665555975176,0,1,0
2709,42,30-45,1,1,11,1997.0,1,путешествия,0,0.22420881605943754,0,0,0
2710,26,<30,1,3,9,2016.0,0,фотография,0,0.720030344264211,1,0,1
2711,19,<30,0,3,1,2011.0,0,путешествия,0,0.6366690580572575,1,0,1
2712,32,30-45,0,2,3,2018.0,0,спорт,0,0.6357747026985111,1,0,1
2713,20,<30,0,1,2,2013.0,0,блогинг,1,0.6970798704965402,1,1,0
2714,53,45+,1,1,18,1986.0,0,садоводство,0,0.24232659501722942,0,1,0
2715,21,<30,0,2,1,2013.0,0,путешествия,0,0.5876659541551231,1,1,1
2716,31,30-45,0,3,7,2020.0,0,путешествия,0,0.7098795643911434,1,0,0
